original_name,synonym_tr8,h_max,h_min,le_area,le_long,seed_wght,li_span,canopy_height,leaf_dmc,leaf_mass,leaf_size,life_span,seed_mass,seed_number_per_shoot,C.N.Ratio,Height..Mature,Lifespan,seed_mas_cal,seed_pro_cal,leaf_N_area,leaf_N_mass,max_height_cal,sla_cal
Vicia lathyroides,Vicia lathyroides,NA,NA,NA,NA,NA,a (annual),0.103333333,217,7.140952381,184,summer annuals + winter annuals,2.296666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vicia orobus,Vicia orobus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.366666667,NA,NA,NA,NA,21.177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vicia pisiformis,Vicia pisiformis,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),1.5,NA,NA,NA,NA,38.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vicia sativa,Vicia sativa,NA,NA,NA,NA,NA,a (annual),0.55,217.5,56.18545931,1286,annuals + perennials + summer annuals + winter annuals + strict monocarpic bi-annuals and poly-annuals,31.04733333,152,Low,4,Short,16.4,NA,NA,NA,NA,NA
Vicia sepium,Vicia sepium,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.466666667,186,24.55676856,1242,perennials,22.7702,899.7785714,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vicia sylvatica,Vicia sylvatica,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),1.05,208,35.12318029,900,NA,21.90166667,354.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vicia tetrasperma,Vicia tetrasperma,NA,NA,NA,NA,NA,a (annual),0.375,281,1.8,36,annuals + winter annuals + strict monocarpic bi-annuals and poly-annuals,3.197666667,3365.788889,NA,NA,NA,4.3,NA,NA,NA,NA,NA
Viola biflora,Viola biflora,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.115,134.1,2.88,140.25,NA,0.74,10.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
Viola canina,Viola canina,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.1,245,12.71737374,238,NA,1.08548,10508.01667,NA,NA,NA,NA,NA,NA,NA,NA,NA
Viola collina,Viola collina,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.08,NA,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Viola epipsila,Viola epipsila,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.115,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
Viola hirta,Viola hirta,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.075,236.5,169.8245458,3436,perennials,3.09404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Viola mirabilis,Viola mirabilis,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.2,166.785,120.32,4503.375,NA,1.7,400.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
Viola palustris,Viola palustris,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.085,171.1266667,44.73060711,1812.916667,perennials,0.685666667,2179.342425,NA,NA,NA,0.983,23,NA,NA,NA,NA
Viola riviniana,Viola riviniana,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.135,296,28.96341463,532,perennials,1.200266667,69.21176471,NA,NA,NA,NA,NA,NA,NA,NA,NA
Viola rupestris,Viola rupestris,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.04,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
Viola stagnina,Viola stagnina,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Viola tricolor,Viola tricolor,NA,NA,NA,NA,NA,a (annual) - b (biennial) - p (pluriennial-pollakanthic),0.25,168.5333333,14.70291069,440.5,annuals + strict monocarpic bi-annuals and poly-annuals,0.793276923,3083.771429,NA,NA,NA,NA,NA,NA,NA,NA,NA
Viscaria alpina,Lychnis alpina,NA,NA,NA,NA,NA,NA,0.075,NA,NA,NA,NA,0.085,168.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Viscum album,Viscum album,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,238.07,179.7166667,663.75,perennials,130.4073333,134.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vulpia bromoides,Vulpia bromoides,NA,NA,NA,NA,NA,a (annual),0.045,262.3333333,3.080973861,40.66666667,winter annuals,0.456066667,2675,NA,NA,NA,0.534,NA,NA,NA,NA,NA
Woodsia alpina,Woodsia alpina,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Woodsia ilvensis,Woodsia ilvensis,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zannichellia palustris,Zannichellia palustris,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,132,0.591549296,30,NA,0.6774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zostera marina,Zostera marina,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,117.37,10.28,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aconitum septentrionale,Aconitum septentrionale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agrostis arundinacea,Calamagrostris arundinacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agrostis chalybaea,Agrostis chalybaea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agrostis epigejos,Calamagrostris epigejos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agrostis lapponica,Calamagrostris lapponica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agrostis neglecta,Agrostris stolonifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agrostis phragmitoides,Agrostis phragmitoides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alchemilla faeroensis,Potentilla faeroensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alchemilla murbeckiana,Alchemilla vulgaris murbeckiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alchemilla norvegica,Alchemilla norvegica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alchemilla oleosa,Alchemilla oleosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alchemilla oxyodonta,Alchemilla vulgaris oxyodonta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alchemilla semidivisa,Potentilla semidivisa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alchemilla taernaensis,Potentilla taernaensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alchemilla vestita,Alchemilla vulgaris vestita,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antennaria alpina,Gnaphalium alpinum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antennaria lapponica,Antennaria lapponica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antennaria nordhageniana,Antennaria nordhageniana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antennaria villifera,Antennaria villifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arabidopsis petraea,Cardamine petraea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arctous alpinus,Arctous alpinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arenaria humifusa,Arenaria cylindrocarpa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arenaria pseudofrigida,Arenaria multicaulis pseudofrigida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Armeria scabra,Armeria labradorica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arnica angustifolia,Arnica angustifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Artemisia norvegica,Artemisia norvegica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asplenium marinum,Trichomanes maritimum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Astragalus norvegicus,Phaca oroboides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atriplex hastata,Atriplex prostrata calotheca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atriplex lapponica,Atriplex longipes lapponica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atriplex nudicaulis,Atriplex valida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Botrychium boreale,Botrychium lunaria boreale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Braya glabella,Braya americana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Braya linearis,Braya linearis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calamistrum globuliferum,Pilularia natans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Campanula uniflora,Campanula uniflora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardamine nymanii,Cardamine pratensis polemonioides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex ?stenolepis,Carex ?stenolepis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex ?vacillans,Carex vacillans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex adelostoma,Carex polygama mutica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex arctogena,Carex antarctogena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex bicolor,Vignea bicolor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex concolor,Carex concolor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex glacialis,Carex terrae-novae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex glareosa,Vignea glareosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex globularis,Onkerma globularis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex halophila,Carex salina halophila,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex jemtlandica,Carex lepidocarpa jemtlandica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex lapponica,Carex canescens lapponica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex laxa,Olamblis laxa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex macloviana,Carex festiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex media,Carex angarae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex nardina,Vignea nardina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex paleacea,Carex paralia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex parallela,Vignea parallela,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex rhynchophysa,Carex rhynchophysa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex rufina,Carex rufina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex salina,Vignea salina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex stylosa,Carex stylosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex tenuiflora,Vignea tenuiflora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centaurea x moncktonii,Centaurea moncktonii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerastium arcticum,Cerastium nigrescens arcticum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chrysosplenium tetrandrum,Chrysosplenium alternifolium tetrandrum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Circaea intermedia,Circaea ericetorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cirsium acaulon,Cirsium acaulon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cirsium heterophyllum,Carduus heterophyllus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clematis sibirica,Clematis alpina sibirica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Comastoma tenellum,Comastoma tenellum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coptidium lapponicum,Coptidium ranunculoides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corallorhiza trifida,Ophrys corallorhiza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cotoneaster niger,Cotoneaster laxiflorus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crataegus kyrtostyla,Crataegus kyrtostyla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crepis multicaulis,Intybus multicaulis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dactylorhiza purpurella,Orchis purpurella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deschampsia alpina,Aira alpina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diphasiastrum ?zeilleri,Diphasiastrum ?zeilleri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diplazium sibiricum,Diplazium sibiricum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Draba alpina,Draba alpina nana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Draba cacuminum,Draba cacuminum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Draba cinerea,Draba ajanensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Draba crassifolia,Draba parryi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Draba dovrensis,Draba cinerea dovrensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Draba glabella,Draba daurica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Draba lactea,Draba lactea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Draba nivalis,Draba muricella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Draba oxycarpa,Draba gredinii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Draba subcapitata,Draba pauciflora subcapitata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drymochloa sylvatica,Poa sylvatica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elatine orthosperma,Elatine orthosperma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elymus alaskanus,Agropyron alaskanum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elymus fibrosus,Triticum fibrosum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elymus mutabilis,Roegneria mutabilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epilobium davuricum,Epilobium lineare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epilobium hornemannii,Epilobium hornemannii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epilobium laestadii,Epilobium laestadii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equisetum scirpoides,Equisetum tenellum scirpoides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erigeron eriocephalus,Trimorpha eriocephala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erigeron humilis,Erigeron unalaschkensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriophorum ?medium,Eriophorum ?medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriophorum brachyantherum,Eriophorum opacum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriophorum russeolum,Eriophorum russeolum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erysimum strictum,Erysimum suecicum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphrasia foula‰ö?å«nsis,Euphrasia foula‰ö?å«nsis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphrasia hyperborea,Euphrasia subpolaris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphrasia wettsteinii,Euphrasia wettsteinii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eurybia sibirica,Aster sibiricus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Festuca prolifera,Festuca rubra prolifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ficaria verna,Ficaria ficaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galium elongatum,Galium palustre elongatum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gentianella aurea,Gentiana involucrata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gentianopsis detonsa,Gentianopsis detonsa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyceria lithuanica,Poa lithuanica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hieracium argillaceum,Hieracium argillaceum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hieracium atratum ,Hieracium atratum ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hieracium bifidum ,Hieracium bifidum ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hieracium caesium ,Hieracium caesium ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hieracium crocatum ,Hieracium crocatum ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hieracium diaphanum ,Hieracium murorum nigroglanduliferum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hieracium dovrense ,Hieracium dovrense ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hieracium epimedium ,Hieracium macilentum epimedium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hieracium murorum ,Hieracium murorum ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hieracium nigrescens ,Hieracium nigrescens ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hieracium ramosum ,Hieracium ramosum ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hierochloe alpina,Holcus alpinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hippuris lanceolata,Hippuris lanceolata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hippuris tetraphylla,Hippuris melanocarpa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Huperzia appressa,Lycopodium selago appressum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Huperzia arctica,Huperzia arctica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hymenophyllum peltatum,Hymenophyllum unilaterale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
